play_id,player_id,x,y,m
9,6,41,31,x
9,7,33,28,x
9,8,47,27,x
9,9,36,34,x
9,10,39,12,x
9,20,60,36,o
9,21,56,28,o
9,22,56,21,o
9,23,53,14,o
9,24,61,16,o
9,25,46,24,o
9,26,64,19,o
9,27,64,23,o
9,28,55,22,o
9,29,54,15,o
9,30,48,29,o
10,13,44,19,x
10,1,48,17,x
10,2,48,24,x
10,3,33,30,x
10,4,36,32,x
10,5,41,30,x
10,6,43,31,x
10,7,38,29,x
10,8,48,27,x
10,9,37,33,x
10,10,43,12,x
10,20,65,36,o
10,21,57,29,o
10,22,59,22,o
10,23,58,13,o
10,24,62,15,o
10,25,47,23,o
10,26,69,20,o
10,27,65,22,o
10,28,57,21,o
10,29,58,14,o
10,30,50,29,o
11,13,47,18,x
11,1,50,18,x
11,2,50,24,x
11,3,34,30,x
11,4,37,33,x
11,5,43,30,x
11,6,48,30,x
11,7,41,30,x
11,8,52,26,x
11,9,39,32,x
11,10,45,11,x
11,20,66,35,o
11,21,60,28,o
11,22,64,23,o
11,23,62,12,o
11,24,67,15,o
11,25,48,24,o
11,26,73,20,o
11,27,69,21,o
11,28,59,20,o
11,29,60,13,o
11,30,52,29,o
12,13,51,19,x
12,1,52,18,x
12,2,53,25,x
12,3,35,30,x
12,4,39,33,x
12,5,46,29,x
12,6,51,29,x
12,7,45,29,x
12,8,55,25,x
12,9,43,32,x
12,10,47,11,x
12,20,67,36,o
12,21,64,29,o
12,22,69,23,o
12,23,67,11,o
12,24,72,15,o
12,25,52,24,o
12,26,77,19,o
12,27,70,22,o
12,28,63,21,o
12,29,63,12,o
12,30,55,29,o
13,13,53,19,x
13,1,53,18,x
13,2,55,24,x
13,3,36,31,x
13,4,40,33,x
13,5,50,30,x
13,6,53,30,x
13,7,49,30,x
13,8,59,25,x
13,9,48,32,x
13,10,51,10,x
13,20,71,35,o
13,21,69,29,o
13,22,72,24,o
13,23,72,10,o
13,24,73,15,o
13,25,53,25,o
13,26,79,19,o
13,27,74,23,o
13,28,66,20,o
13,29,65,11,o
13,30,58,28,o
14,13,57,18,x
14,1,56,17,x
14,2,60,24,x
14,3,37,31,x
14,4,44,33,x
14,5,55,30,x
14,6,58,29,x
14,7,51,29,x
14,8,62,24,x
14,9,49,31,x
14,10,52,11,x
14,20,73,35,o
14,21,71,28,o
14,22,74,23,o
14,23,74,9,o
14,24,76,16,o
14,25,55,25,o
14,26,81,18,o
14,27,75,22,o
14,28,71,20,o
14,29,69,10,o
14,30,62,28,o
15,13,61,17,x
15,1,57,16,x
15,2,65,23,x
15,3,41,31,x
15,4,49,33,x
15,5,60,30,x
15,6,62,29,x
15,7,55,29,x
15,8,67,24,x
15,9,51,31,x
15,10,53,12,x
15,20,78,36,o
15,21,76,29,o
15,22,79,24,o
15,23,77,9,o
15,24,81,16,o
15,25,59,26,o
15,26,86,19,o
15,27,76,23,o
15,28,76,21,o
15,29,71,9,o
15,30,67,29,o
16,13,65,17,x
16,1,58,17,x
16,2,69,23,x
16,3,45,32,x
16,4,54,34,x
16,5,63,31,x
16,6,65,28,x
16,7,59,28,x
16,8,68,24,x
16,9,53,30,x
16,10,55,13,x
16,20,80,36,o
16,21,77,29,o
16,22,81,23,o
16,23,80,9,o
16,24,83,16,o
16,25,60,26,o
16,26,91,19,o
16,27,80,23,o
16,28,79,22,o
16,29,73,10,o
16,30,72,28,o
17,13,67,17,x
17,1,60,17,x
17,2,71,23,x
17,3,48,33,x
17,4,58,33,x
17,5,68,31,x
17,6,66,28,x
17,7,60,29,x
17,8,73,24,x
17,9,57,29,x
17,10,60,12,x
17,20,82,35,o
17,21,81,28,o
17,22,82,24,o
17,23,82,9,o
17,24,88,15,o
17,25,63,25,o
17,26,96,18,o
17,27,84,24,o
17,28,84,22,o
17,29,76,9,o
17,30,77,29,o
18,13,69,17,x
18,1,62,17,x
18,2,75,22,x
18,3,51,32,x
18,4,61,34,x
18,5,73,30,x
18,6,67,27,x
18,7,62,28,x
18,8,77,23,x
18,9,61,28,x
18,10,62,12,x
18,20,84,35,o
18,21,86,28,o
18,22,85,24,o
18,23,85,10,o
18,24,93,16,o
18,25,64,24,o
18,26,97,18,o
18,27,86,25,o
18,28,86,22,o
18,29,79,9,o
18,30,81,28,o
19,13,71,18,x
19,1,63,18,x
19,2,76,22,x
19,3,55,31,x
19,4,66,34,x
19,5,76,29,x
19,6,68,28,x
19,7,64,29,x
19,8,81,24,x
19,9,65,27,x
19,10,64,13,x
19,20,85,34,o
19,21,87,27,o
19,22,89,24,o
19,23,88,11,o
19,24,94,15,o
19,25,69,23,o
19,26,98,17,o
19,27,89,25,o
19,28,91,22,o
19,29,84,8,o
19,30,86,29,o
20,13,75,19,x
20,1,66,18,x
20,2,79,23,x
20,3,56,31,x
20,4,71,34,x
20,5,77,29,x
20,6,71,28,x
20,7,68,30,x
20,8,83,24,x
20,9,66,28,x
20,10,66,13,x
20,20,86,35,o
20,21,89,27,o
20,22,93,25,o
20,23,90,10,o
20,24,97,14,o
20,25,74,22,o
20,26,101,18,o
20,27,90,24,o
20,28,96,22,o
20,29,85,8,o
20,30,91,28,o
