play_id,player_id,x,y,m
5,27,43,28,o
5,28,46,18,o
5,29,44,18,o
5,30,44,20,o
6,13,42,22,x
6,1,32,20,x
6,2,23,32,x
6,3,31,33,x
6,4,30,22,x
6,5,43,29,x
6,6,35,29,x
6,7,27,19,x
6,8,26,28,x
6,9,40,15,x
6,10,33,30,x
6,20,45,22,o
6,21,52,29,o
6,22,54,28,o
6,23,44,35,o
6,24,50,30,o
6,25,39,23,o
6,26,48,35,o
6,27,44,29,o
6,28,50,17,o
6,29,45,18,o
6,30,45,19,o
7,13,47,22,x
7,1,36,21,x
7,2,28,33,x
7,3,33,33,x
7,4,34,23,x
7,5,44,28,x
7,6,37,30,x
7,7,31,18,x
7,8,31,29,x
7,9,42,16,x
7,10,37,29,x
7,20,47,22,o
7,21,56,30,o
7,22,57,28,o
7,23,45,35,o
7,24,55,31,o
7,25,40,22,o
7,26,50,34,o
7,27,46,29,o
7,28,53,16,o
7,29,48,17,o
7,30,48,19,o
8,13,49,22,x
8,1,40,21,x
8,2,29,32,x
8,3,34,34,x
8,4,38,23,x
8,5,46,29,x
8,6,40,30,x
8,7,32,17,x
8,8,33,28,x
8,9,47,15,x
8,10,39,28,x
8,20,50,23,o
8,21,57,30,o
8,22,62,28,o
8,23,48,36,o
8,24,58,31,o
8,25,43,23,o
8,26,52,35,o
8,27,47,28,o
8,28,57,16,o
8,29,52,16,o
8,30,49,19,o
9,13,52,21,x
9,1,42,20,x
9,2,34,31,x
9,3,39,33,x
9,4,39,24,x
9,5,50,29,x
9,6,42,30,x
9,7,36,17,x
9,8,38,29,x
9,9,50,16,x
9,10,40,29,x
9,20,53,22,o
9,21,58,30,o
9,22,65,29,o
9,23,53,37,o
9,24,59,32,o
9,25,48,24,o
9,26,54,35,o
9,27,51,28,o
9,28,59,17,o
9,29,53,17,o
9,30,53,19,o
10,13,57,21,x
10,1,44,20,x
10,2,37,31,x
10,3,42,34,x
10,4,43,23,x
10,5,52,30,x
10,6,43,29,x
10,7,39,17,x
10,8,39,30,x
10,9,55,17,x
10,10,42,29,x
10,20,58,23,o
10,21,63,31,o
10,22,67,28,o
10,23,57,37,o
10,24,64,32,o
10,25,53,24,o
10,26,58,34,o
10,27,56,28,o
10,28,61,16,o
10,29,56,17,o
10,30,57,18,o
11,13,62,21,x
11,1,49,21,x
11,2,39,32,x
11,3,47,34,x
11,4,46,22,x
11,5,55,30,x
11,6,45,28,x
11,7,43,18,x
11,8,40,30,x
11,9,58,16,x
11,10,45,30,x
11,20,63,24,o
11,21,68,31,o
11,22,69,28,o
11,23,58,38,o
11,24,69,31,o
11,25,58,25,o
11,26,61,34,o
11,27,58,28,o
11,28,65,15,o
11,29,60,17,o
11,30,60,17,o
12,13,66,22,x
12,1,51,21,x
12,2,40,32,x
12,3,49,33,x
12,4,50,23,x
12,5,56,30,x
12,6,49,27,x
12,7,46,18,x
12,8,42,30,x
12,9,63,15,x
12,10,50,31,x
12,20,68,25,o
12,21,72,30,o
12,22,74,28,o
12,23,62,39,o
12,24,70,30,o
12,25,63,24,o
12,26,65,34,o
12,27,62,27,o
12,28,68,14,o
12,29,65,18,o
12,30,62,16,o
13,13,71,22,x
13,1,55,21,x
13,2,43,33,x
13,3,50,32,x
13,4,52,24,x
13,5,58,29,x
13,6,50,28,x
13,7,48,19,x
13,8,44,31,x
13,9,68,16,x
13,10,51,32,x
13,20,72,26,o
13,21,74,31,o
13,22,75,28,o
13,23,65,40,o
13,24,73,31,o
13,25,64,23,o
13,26,68,34,o
13,27,67,28,o
13,28,73,15,o
13,29,69,17,o
13,30,67,15,o
14,13,74,21,x
14,1,60,21,x
14,2,45,33,x
14,3,51,32,x
14,4,56,23,x
14,5,59,30,x
14,6,54,29,x
14,7,51,18,x
14,8,48,32,x
14,9,70,15,x
14,10,56,31,x
14,20,73,27,o
14,21,77,30,o
14,22,79,28,o
14,23,67,41,o
14,24,77,31,o
14,25,66,22,o
14,26,72,34,o
14,27,71,28,o
14,28,74,14,o
14,29,73,16,o
14,30,69,16,o
15,13,79,20,x
15,1,65,20,x
15,2,49,32,x
15,3,55,32,x
15,4,60,22,x
15,5,62,30,x
15,6,56,28,x
15,7,56,19,x
15,8,53,33,x
15,9,75,15,x
15,10,60,30,x
15,20,74,26,o
15,21,82,31,o
15,22,80,29,o
15,23,68,42,o
15,24,79,32,o
15,25,69,23,o
15,26,74,35,o
15,27,76,29,o
15,28,75,13,o
15,29,78,16,o
15,30,72,15,o
16,13,84,19,x
16,1,70,19,x
16,2,50,32,x
16,3,56,33,x
16,4,62,21,x
16,5,67,29,x
16,6,59,27,x
16,7,57,19,x
16,8,58,33,x
16,9,80,15,x
16,10,61,30,x
16,20,78,27,o
16,21,83,32,o
16,22,82,28,o
16,23,71,43,o
16,24,82,32,o
16,25,71,23,o
16,26,77,35,o
16,27,78,28,o
16,28,77,14,o
16,29,81,17,o
16,30,74,16,o
17,13,88,20,x
17,1,74,19,x
17,2,55,33,x
17,3,61,34,x
17,4,67,22,x
17,5,68,29,x
17,6,62,26,x
17,7,60,20,x
17,8,63,32,x
17,9,83,15,x
17,10,66,30,x
17,20,81,26,o
17,21,84,32,o
17,22,83,29,o
17,23,75,44,o
17,24,83,31,o
17,25,72,23,o
17,26,81,36,o
17,27,82,28,o
17,28,81,15,o
17,29,83,16,o
17,30,76,17,o
18,13,89,19,x
18,1,76,20,x
18,2,57,34,x
18,3,63,33,x
18,4,68,23,x
18,5,70,29,x
18,6,65,25,x
18,7,65,20,x
18,8,65,31,x
18,9,88,16,x
18,10,67,29,x
18,20,85,26,o
18,21,86,32,o
18,22,86,30,o
18,23,78,43,o
18,24,88,31,o
18,25,76,24,o
18,26,84,37,o
18,27,84,28,o
18,28,83,16,o
18,29,85,17,o
18,30,81,18,o
19,13,91,20,x
19,1,77,20,x
19,2,58,35,x
19,3,66,33,x
19,4,71,23,x
19,5,72,29,x
19,6,70,25,x
19,7,69,20,x
19,8,70,32,x
19,9,90,16,x
19,10,69,28,x
19,20,87,27,o
19,21,89,33,o
19,22,87,31,o
19,23,82,44,o
19,24,90,31,o
19,25,79,25,o
19,26,85,36,o
19,27,86,28,o
19,28,88,15,o
19,29,87,18,o
19,30,86,18,o
20,13,94,19,x
20,1,79,20,x
20,2,61,35,x
20,3,71,33,x
20,4,73,23,x
20,5,75,29,x
20,6,71,26,x
20,7,73,21,x
20,8,72,31,x
20,9,91,15,x
20,10,72,28,x
20,20,89,28,o
20,21,90,32,o
20,22,92,30,o
20,23,87,44,o
20,24,95,30,o
20,25,84,26,o
20,26,90,35,o
20,27,90,27,o
20,28,93,14,o
20,29,89,19,o
20,30,88,17,o
