play_id,player_id,x,y,m
9,5,55,19,x
9,6,36,16,x
9,7,31,34,x
9,8,35,17,x
9,9,45,17,x
9,10,40,30,x
9,20,50,26,o
9,21,58,26,o
9,22,49,32,o
9,23,55,17,o
9,24,57,35,o
9,25,57,26,o
9,26,54,21,o
9,27,54,27,o
9,28,60,32,o
9,29,51,22,o
9,30,61,15,o
10,13,47,29,x
10,1,54,20,x
10,2,46,34,x
10,3,54,10,x
10,4,50,15,x
10,5,59,20,x
10,6,40,17,x
10,7,33,35,x
10,8,37,16,x
10,9,48,16,x
10,10,41,31,x
10,20,55,27,o
10,21,63,27,o
10,22,50,33,o
10,23,57,17,o
10,24,61,35,o
10,25,59,25,o
10,26,57,22,o
10,27,58,27,o
10,28,65,32,o
10,29,52,21,o
10,30,66,15,o
11,13,49,30,x
11,1,59,19,x
11,2,47,33,x
11,3,56,9,x
11,4,53,14,x
11,5,63,21,x
11,6,41,16,x
11,7,35,35,x
11,8,42,15,x
11,9,53,16,x
11,10,44,31,x
11,20,57,27,o
11,21,68,27,o
11,22,52,34,o
11,23,59,18,o
11,24,63,34,o
11,25,60,26,o
11,26,62,21,o
11,27,63,28,o
11,28,70,32,o
11,29,54,22,o
11,30,71,16,o
12,13,53,31,x
12,1,63,18,x
12,2,49,32,x
12,3,61,10,x
12,4,58,15,x
12,5,67,22,x
12,6,45,16,x
12,7,37,34,x
12,8,43,15,x
12,9,54,17,x
12,10,48,32,x
12,20,62,27,o
12,21,71,26,o
12,22,54,33,o
12,23,64,18,o
12,24,64,34,o
12,25,64,25,o
12,26,65,20,o
12,27,64,27,o
12,28,74,31,o
12,29,57,23,o
12,30,74,17,o
13,13,57,32,x
13,1,65,18,x
13,2,51,33,x
13,3,65,9,x
13,4,61,14,x
13,5,72,21,x
13,6,50,16,x
13,7,42,35,x
13,8,45,15,x
13,9,57,18,x
13,10,52,32,x
13,20,64,26,o
13,21,74,26,o
13,22,59,34,o
13,23,69,18,o
13,24,67,35,o
13,25,69,26,o
13,26,67,20,o
13,27,68,28,o
13,28,78,31,o
13,29,61,24,o
13,30,75,16,o
14,13,60,31,x
14,1,70,17,x
14,2,54,34,x
14,3,67,10,x
14,4,66,13,x
14,5,73,20,x
14,6,54,16,x
14,7,43,35,x
14,8,47,15,x
14,9,61,19,x
14,10,54,33,x
14,20,66,25,o
14,21,77,27,o
14,22,61,34,o
14,23,70,18,o
14,24,70,34,o
14,25,71,26,o
14,26,70,19,o
14,27,70,28,o
14,28,79,30,o
14,29,65,23,o
14,30,79,17,o
15,13,63,32,x
15,1,71,16,x
15,2,58,34,x
15,3,71,11,x
15,4,67,12,x
15,5,76,19,x
15,6,58,15,x
15,7,45,34,x
15,8,52,15,x
15,9,64,19,x
15,10,56,33,x
15,20,68,24,o
15,21,82,26,o
15,22,62,33,o
15,23,71,18,o
15,24,75,33,o
15,25,74,27,o
15,26,71,20,o
15,27,74,27,o
15,28,81,30,o
15,29,70,23,o
15,30,83,18,o
16,13,66,32,x
16,1,76,15,x
16,2,61,35,x
16,3,72,11,x
16,4,69,13,x
16,5,79,19,x
16,6,61,14,x
16,7,46,33,x
16,8,53,14,x
16,9,67,18,x
16,10,58,32,x
16,20,73,23,o
16,21,87,25,o
16,22,64,33,o
16,23,75,18,o
16,24,77,32,o
16,25,75,26,o
16,26,75,21,o
16,27,75,27,o
16,28,84,30,o
16,29,71,22,o
16,30,84,17,o
17,13,70,33,x
17,1,78,15,x
17,2,65,34,x
17,3,74,12,x
17,4,72,13,x
17,5,84,20,x
17,6,65,13,x
17,7,51,34,x
17,8,56,15,x
17,9,70,17,x
17,10,63,33,x
17,20,78,24,o
17,21,88,25,o
17,22,67,33,o
17,23,78,17,o
17,24,80,32,o
17,25,78,26,o
17,26,79,21,o
17,27,79,27,o
17,28,89,30,o
17,29,73,22,o
17,30,88,17,o
18,13,71,32,x
18,1,81,14,x
18,2,68,34,x
18,3,79,12,x
18,4,77,14,x
18,5,85,20,x
18,6,66,13,x
18,7,53,35,x
18,8,57,16,x
18,9,75,16,x
18,10,66,33,x
18,20,81,25,o
18,21,93,25,o
18,22,71,32,o
18,23,83,17,o
18,24,84,32,o
18,25,81,25,o
18,26,80,20,o
18,27,81,27,o
18,28,90,30,o
18,29,76,22,o
18,30,89,16,o
19,13,72,33,x
19,1,85,14,x
19,2,69,33,x
19,3,81,11,x
19,4,78,15,x
19,5,87,19,x
19,6,69,14,x
19,7,55,35,x
19,8,62,16,x
19,9,79,17,x
19,10,67,32,x
19,20,82,26,o
19,21,97,25,o
19,22,74,31,o
19,23,87,16,o
19,24,85,33,o
19,25,84,25,o
19,26,82,20,o
19,27,84,26,o
19,28,94,30,o
19,29,80,23,o
19,30,90,15,o
20,13,74,34,x
20,1,88,15,x
20,2,71,32,x
20,3,83,11,x
20,4,80,14,x
20,5,92,19,x
20,6,73,14,x
20,7,60,36,x
20,8,65,15,x
20,9,84,17,x
20,10,69,32,x
20,20,84,27,o
20,21,99,24,o
20,22,79,31,o
20,23,88,16,o
20,24,86,33,o
20,25,88,24,o
20,26,86,19,o
20,27,89,27,o
20,28,98,30,o
20,29,82,24,o
20,30,93,16,o
