play_id,player_id,x,y,m
15,8,60,30,x
15,9,69,24,x
15,10,51,36,x
15,20,80,30,o
15,21,77,26,o
15,22,77,21,o
15,23,78,24,o
15,24,68,26,o
15,25,74,30,o
15,26,84,11,o
15,27,71,33,o
15,28,84,16,o
15,29,68,33,o
15,30,79,23,o
16,13,71,33,x
16,1,71,22,x
16,2,68,34,x
16,3,65,15,x
16,4,45,34,x
16,5,70,22,x
16,6,59,37,x
16,7,78,20,x
16,8,62,30,x
16,9,72,23,x
16,10,56,36,x
16,20,83,31,o
16,21,79,25,o
16,22,78,21,o
16,23,82,23,o
16,24,70,27,o
16,25,78,30,o
16,26,89,12,o
16,27,76,33,o
16,28,89,15,o
16,29,72,34,o
16,30,83,24,o
17,13,76,34,x
17,1,76,23,x
17,2,73,35,x
17,3,70,16,x
17,4,48,33,x
17,5,74,21,x
17,6,60,38,x
17,7,80,21,x
17,8,67,30,x
17,9,76,23,x
17,10,59,36,x
17,20,85,32,o
17,21,81,26,o
17,22,81,20,o
17,23,86,23,o
17,24,71,27,o
17,25,79,29,o
17,26,91,12,o
17,27,78,34,o
17,28,94,15,o
17,29,74,35,o
17,30,86,24,o
18,13,80,35,x
18,1,80,24,x
18,2,78,34,x
18,3,73,16,x
18,4,50,33,x
18,5,79,22,x
18,6,63,39,x
18,7,85,21,x
18,8,72,30,x
18,9,80,24,x
18,10,60,35,x
18,20,87,31,o
18,21,86,25,o
18,22,86,19,o
18,23,88,22,o
18,24,72,27,o
18,25,84,29,o
18,26,95,13,o
18,27,80,34,o
18,28,96,16,o
18,29,77,35,o
18,30,88,23,o
19,13,85,36,x
19,1,85,23,x
19,2,82,34,x
19,3,74,17,x
19,4,54,33,x
19,5,81,23,x
19,6,68,38,x
19,7,90,22,x
19,8,76,30,x
19,9,85,23,x
19,10,62,34,x
19,20,88,31,o
19,21,88,26,o
19,22,87,20,o
19,23,93,22,o
19,24,76,28,o
19,25,87,30,o
19,26,98,13,o
19,27,83,33,o
19,28,97,16,o
19,29,80,34,o
19,30,89,24,o
20,13,87,37,x
20,1,90,23,x
20,2,83,35,x
20,3,75,16,x
20,4,57,32,x
20,5,83,24,x
20,6,72,37,x
20,7,94,23,x
20,8,80,30,x
20,9,90,22,x
20,10,65,33,x
20,20,89,30,o
20,21,90,26,o
20,22,89,21,o
20,23,95,23,o
20,24,78,27,o
20,25,92,30,o
20,26,101,12,o
20,27,84,34,o
20,28,100,16,o
20,29,81,33,o
20,30,91,23,o
