play_id,player_id,x,y,m
6,22,47,25,o
6,23,50,27,o
6,24,45,17,o
6,25,52,19,o
6,26,41,23,o
6,27,49,37,o
6,28,43,21,o
6,29,47,16,o
6,30,43,12,o
7,13,33,28,x
7,1,29,37,x
7,2,40,26,x
7,3,44,22,x
7,4,27,30,x
7,5,45,19,x
7,6,43,26,x
7,7,35,17,x
7,8,43,21,x
7,9,46,18,x
7,10,36,16,x
7,20,52,18,o
7,21,52,25,o
7,22,48,25,o
7,23,54,26,o
7,24,49,17,o
7,25,53,19,o
7,26,45,23,o
7,27,50,37,o
7,28,44,20,o
7,29,51,17,o
7,30,47,11,o
8,13,35,27,x
8,1,34,37,x
8,2,41,27,x
8,3,48,23,x
8,4,32,30,x
8,5,49,19,x
8,6,47,25,x
8,7,39,18,x
8,8,48,20,x
8,9,47,17,x
8,10,41,16,x
8,20,56,18,o
8,21,53,25,o
8,22,49,25,o
8,23,56,25,o
8,24,51,18,o
8,25,57,20,o
8,26,50,24,o
8,27,51,37,o
8,28,46,20,o
8,29,54,17,o
8,30,52,11,o
9,13,40,27,x
9,1,36,38,x
9,2,42,28,x
9,3,49,22,x
9,4,36,29,x
9,5,52,19,x
9,6,49,24,x
9,7,41,17,x
9,8,51,21,x
9,9,48,16,x
9,10,44,16,x
9,20,57,19,o
9,21,54,26,o
9,22,54,26,o
9,23,60,25,o
9,24,52,18,o
9,25,61,21,o
9,26,54,25,o
9,27,56,36,o
9,28,50,19,o
9,29,57,17,o
9,30,56,10,o
10,13,41,26,x
10,1,41,39,x
10,2,45,27,x
10,3,54,21,x
10,4,39,29,x
10,5,54,18,x
10,6,54,23,x
10,7,45,17,x
10,8,56,20,x
10,9,50,16,x
10,10,46,16,x
10,20,62,20,o
10,21,55,25,o
10,22,56,26,o
10,23,61,24,o
10,24,57,19,o
10,25,63,22,o
10,26,58,25,o
10,27,58,35,o
10,28,55,18,o
10,29,58,18,o
10,30,61,10,o
11,13,46,26,x
11,1,43,39,x
11,2,48,27,x
11,3,56,21,x
11,4,41,29,x
11,5,55,19,x
11,6,59,24,x
11,7,50,16,x
11,8,58,19,x
11,9,55,15,x
11,10,49,16,x
11,20,64,19,o
11,21,60,25,o
11,22,59,27,o
11,23,63,24,o
11,24,59,20,o
11,25,67,23,o
11,26,63,24,o
11,27,63,36,o
11,28,60,18,o
11,29,63,19,o
11,30,66,11,o
12,13,51,27,x
12,1,48,39,x
12,2,52,28,x
12,3,60,20,x
12,4,42,28,x
12,5,59,18,x
12,6,64,24,x
12,7,55,17,x
12,8,62,19,x
12,9,59,16,x
12,10,52,15,x
12,20,67,19,o
12,21,62,26,o
12,22,60,28,o
12,23,68,23,o
12,24,60,19,o
12,25,69,24,o
12,26,67,24,o
12,27,64,37,o
12,28,64,17,o
12,29,68,20,o
12,30,68,11,o
13,13,52,27,x
13,1,51,38,x
13,2,57,27,x
13,3,65,20,x
13,4,44,27,x
13,5,63,19,x
13,6,66,23,x
13,7,57,18,x
13,8,67,18,x
13,9,63,16,x
13,10,53,15,x
13,20,70,20,o
13,21,66,25,o
13,22,63,28,o
13,23,71,22,o
13,24,62,18,o
13,25,73,23,o
13,26,71,23,o
13,27,68,37,o
13,28,66,17,o
13,29,73,19,o
13,30,73,10,o
14,13,53,27,x
14,1,54,38,x
14,2,59,27,x
14,3,70,21,x
14,4,47,26,x
14,5,65,20,x
14,6,69,23,x
14,7,61,19,x
14,8,71,18,x
14,9,66,15,x
14,10,55,16,x
14,20,72,21,o
14,21,70,24,o
14,22,68,28,o
14,23,76,22,o
14,24,64,17,o
14,25,76,23,o
14,26,72,23,o
14,27,73,36,o
14,28,70,17,o
14,29,76,20,o
14,30,74,11,o
15,13,56,27,x
15,1,55,37,x
15,2,64,28,x
15,3,75,22,x
15,4,52,26,x
15,5,70,20,x
15,6,71,24,x
15,7,65,20,x
15,8,72,19,x
15,9,70,14,x
15,10,56,15,x
15,20,75,22,o
15,21,75,23,o
15,22,71,28,o
15,23,78,21,o
15,24,67,18,o
15,25,81,22,o
15,26,75,22,o
15,27,77,35,o
15,28,71,16,o
15,29,78,21,o
15,30,75,10,o
16,13,60,28,x
16,1,56,37,x
16,2,69,27,x
16,3,79,21,x
16,4,57,25,x
16,5,74,20,x
16,6,75,25,x
16,7,66,20,x
16,8,73,19,x
16,9,74,13,x
16,10,58,16,x
16,20,79,22,o
16,21,77,23,o
16,22,75,29,o
16,23,83,20,o
16,24,68,17,o
16,25,83,22,o
16,26,77,21,o
16,27,79,35,o
16,28,76,17,o
16,29,79,22,o
16,30,80,10,o
17,13,62,28,x
17,1,61,38,x
17,2,72,26,x
17,3,82,20,x
17,4,58,26,x
17,5,75,20,x
17,6,76,24,x
17,7,69,19,x
17,8,76,18,x
17,9,75,13,x
17,10,62,15,x
17,20,83,22,o
17,21,79,23,o
17,22,78,28,o
17,23,85,19,o
17,24,72,18,o
17,25,86,23,o
17,26,78,22,o
17,27,81,36,o
17,28,78,16,o
17,29,83,22,o
17,30,82,9,o
18,13,63,27,x
18,1,65,37,x
18,2,76,27,x
18,3,83,19,x
18,4,61,26,x
18,5,78,21,x
18,6,78,23,x
18,7,72,18,x
18,8,80,18,x
18,9,79,13,x
18,10,64,15,x
18,20,86,22,o
18,21,82,22,o
18,22,80,28,o
18,23,90,19,o
18,24,75,18,o
18,25,91,23,o
18,26,82,23,o
18,27,83,37,o
18,28,81,15,o
18,29,85,23,o
18,30,87,8,o
19,13,67,26,x
19,1,69,36,x
19,2,78,26,x
19,3,85,19,x
19,4,64,26,x
19,5,82,21,x
19,6,80,22,x
19,7,73,19,x
19,8,85,18,x
19,9,81,14,x
19,10,68,15,x
19,20,89,21,o
19,21,86,23,o
19,22,84,27,o
19,23,92,19,o
19,24,80,19,o
19,25,93,24,o
19,26,86,22,o
19,27,84,36,o
19,28,85,14,o
19,29,86,24,o
19,30,90,7,o
20,13,68,27,x
20,1,70,36,x
20,2,81,26,x
20,3,86,20,x
20,4,68,27,x
20,5,86,21,x
20,6,85,23,x
20,7,78,18,x
20,8,89,18,x
20,9,85,13,x
20,10,71,16,x
20,20,93,22,o
20,21,91,22,o
20,22,85,28,o
20,23,96,19,o
20,24,83,19,o
20,25,97,25,o
20,26,90,23,o
20,27,85,35,o
20,28,90,15,o
20,29,89,25,o
20,30,92,8,o
